source_url,page_title,series_name,extract_type,table_index,model_name,param_name,param_value,series_id,config_url
https://car.autohome.com.cn/config/series/7526.html,汽车之家|凯马锐腾|报价大全|参数配置,凯马锐腾,dom_row,1,2023款 仓栅车,经销商参考价,暂无报价,7526,https://car.autohome.com.cn/config/series/7526.html
https://car.autohome.com.cn/config/series/7526.html,汽车之家|凯马锐腾|报价大全|参数配置,凯马锐腾,dom_row,1,2023款 厢式车,经销商参考价,暂无报价,7526,https://car.autohome.com.cn/config/series/7526.html
https://car.autohome.com.cn/config/series/7526.html,汽车之家|凯马锐腾|报价大全|参数配置,凯马锐腾,dom_row,1,2023款 栏板车,经销商参考价,暂无报价,7526,https://car.autohome.com.cn/config/series/7526.html
https://car.autohome.com.cn/config/series/7526.html,汽车之家|凯马锐腾|报价大全|参数配置,凯马锐腾,dom_row,1,2023款 仓栅车,厂商指导价,14.18,7526,https://car.autohome.com.cn/config/series/7526.html
https://car.autohome.com.cn/config/series/7526.html,汽车之家|凯马锐腾|报价大全|参数配置,凯马锐腾,dom_row,1,2023款 厢式车,厂商指导价,14.68,7526,https://car.autohome.com.cn/config/series/7526.html
https://car.autohome.com.cn/config/series/7526.html,汽车之家|凯马锐腾|报价大全|参数配置,凯马锐腾,dom_row,1,2023款 栏板车,厂商指导价,14.68,7526,https://car.autohome.com.cn/config/series/7526.html
https://car.autohome.com.cn/config/series/7526.html,汽车之家|凯马锐腾|报价大全|参数配置,凯马锐腾,dom_row,1,2023款 仓栅车,能源类型,纯电动,7526,https://car.autohome.com.cn/config/series/7526.html
https://car.autohome.com.cn/config/series/7526.html,汽车之家|凯马锐腾|报价大全|参数配置,凯马锐腾,dom_row,1,2023款 厢式车,能源类型,纯电动,7526,https://car.autohome.com.cn/config/series/7526.html
https://car.autohome.com.cn/config/series/7526.html,汽车之家|凯马锐腾|报价大全|参数配置,凯马锐腾,dom_row,1,2023款 栏板车,能源类型,纯电动,7526,https://car.autohome.com.cn/config/series/7526.html
https://car.autohome.com.cn/config/series/7526.html,汽车之家|凯马锐腾|报价大全|参数配置,凯马锐腾,dom_row,1,2023款 仓栅车,上市,2023.11,7526,https://car.autohome.com.cn/config/series/7526.html
https://car.autohome.com.cn/config/series/7526.html,汽车之家|凯马锐腾|报价大全|参数配置,凯马锐腾,dom_row,1,2023款 厢式车,上市,2023.11,7526,https://car.autohome.com.cn/config/series/7526.html
https://car.autohome.com.cn/config/series/7526.html,汽车之家|凯马锐腾|报价大全|参数配置,凯马锐腾,dom_row,1,2023款 栏板车,上市,2023.11,7526,https://car.autohome.com.cn/config/series/7526.html
https://car.autohome.com.cn/config/series/7526.html,汽车之家|凯马锐腾|报价大全|参数配置,凯马锐腾,dom_row,1,2023款 仓栅车,电池(小时),1,7526,https://car.autohome.com.cn/config/series/7526.html
https://car.autohome.com.cn/config/series/7526.html,汽车之家|凯马锐腾|报价大全|参数配置,凯马锐腾,dom_row,1,2023款 厢式车,电池(小时),1,7526,https://car.autohome.com.cn/config/series/7526.html
https://car.autohome.com.cn/config/series/7526.html,汽车之家|凯马锐腾|报价大全|参数配置,凯马锐腾,dom_row,1,2023款 栏板车,电池(小时),1,7526,https://car.autohome.com.cn/config/series/7526.html
https://car.autohome.com.cn/config/series/7526.html,汽车之家|凯马锐腾|报价大全|参数配置,凯马锐腾,dom_row,1,2023款 仓栅车,电池(小时),10,7526,https://car.autohome.com.cn/config/series/7526.html
https://car.autohome.com.cn/config/series/7526.html,汽车之家|凯马锐腾|报价大全|参数配置,凯马锐腾,dom_row,1,2023款 厢式车,电池(小时),10,7526,https://car.autohome.com.cn/config/series/7526.html
https://car.autohome.com.cn/config/series/7526.html,汽车之家|凯马锐腾|报价大全|参数配置,凯马锐腾,dom_row,1,2023款 栏板车,电池(小时),10,7526,https://car.autohome.com.cn/config/series/7526.html
https://car.autohome.com.cn/config/series/7526.html,汽车之家|凯马锐腾|报价大全|参数配置,凯马锐腾,dom_row,1,2023款 仓栅车,电池范围(%),30-80,7526,https://car.autohome.com.cn/config/series/7526.html
https://car.autohome.com.cn/config/series/7526.html,汽车之家|凯马锐腾|报价大全|参数配置,凯马锐腾,dom_row,1,2023款 厢式车,电池范围(%),30-80,7526,https://car.autohome.com.cn/config/series/7526.html
